,Prediction
2014-07-01,0.6285182345686839
2014-07-02,0.3287682176941849
2014-07-03,0.5853006149558452
2014-07-04,0.4685468785298899
2014-07-07,0.32551074739575925
2014-07-08,0.12715960872614643
2014-07-09,0.18531227311820173
2014-07-10,0.07263558201222663
2014-07-11,0.5834672007660474
2014-07-14,0.2707301848863844
2014-07-15,0.5601450540048744
2014-07-16,0.08093218941582934
2014-07-17,0.03723700839071037
2014-07-18,0.032372435240738844
2014-07-21,0.1566687126355215
2014-07-22,0.18567001756682114
2014-07-23,0.534531025512384
2014-07-24,0.30089683467059203
2014-07-25,0.503575008372802
2014-07-28,0.1451889938057951
2014-07-29,0.5145176279133947
2014-07-30,0.28364197363937677
2014-07-31,0.6913740593753949
2014-08-01,0.4719385394126763
2014-08-04,0.398016248704559
2014-08-05,0.7991830655525459
2014-08-06,0.23310978026233192
2014-08-07,0.2885015859924042
2014-08-08,0.10492143073907836
2014-08-11,0.05672378269949205
2014-08-12,0.5771896590818872
2014-08-13,0.635634911307805
2014-08-14,0.4922910944550826
2014-08-15,0.2664325072150231
2014-08-18,0.3454392716905833
2014-08-19,0.4888513295234287
2014-08-20,0.3298485234266904
2014-08-21,0.07493417967888873
2014-08-22,0.30702626514112336
2014-08-26,0.17933649348910455
2014-08-27,0.3882612082944391
2014-08-28,0.7074105080789576
2014-08-29,0.6656316825780315
2014-09-01,0.8078983259581568
2014-09-02,0.7239482001562281
2014-09-03,0.737958886703038
2014-09-04,0.15824219623805866
2014-09-05,0.17267568232626215
2014-09-08,0.20445925762941644
2014-09-09,0.16799667325807655
2014-09-10,0.7754196518365912
2014-09-11,0.3369712792733028
2014-09-12,0.6587341439416248
2014-09-15,0.9235658520066792
2014-09-16,0.6451994741737528
2014-09-17,0.1458531564047767
2014-09-18,0.7123951523664745
2014-09-19,0.5866153516954369
2014-09-22,0.732432487724149
2014-09-23,0.33997065404628535
2014-09-24,0.18961242178226634
2014-09-25,0.5330487976496797
2014-09-26,0.7531696464617762
2014-09-29,0.9070499669836963
2014-09-30,0.13208745206109335
2014-10-01,0.44103314916312203
2014-10-02,0.24221359513342186
2014-10-03,0.9224225339503798
2014-10-06,0.17392530715346352
2014-10-07,0.3785269979942066
2014-10-08,0.058934656903551694
2014-10-09,0.33179386561055846
2014-10-10,0.40785837850794926
2014-10-13,0.15138398804145456
2014-10-14,0.12877895591319347
2014-10-15,0.07192130374658938
2014-10-16,0.20261567279620404
2014-10-17,0.2595366390113186
2014-10-20,0.30068677928474435
2014-10-21,0.3634879152446457
2014-10-22,0.0452706735922855
2014-10-23,0.11351557072599466
2014-10-24,0.053204886352457174
2014-10-27,0.08772767234677972
2014-10-28,0.11245521855286128
2014-10-29,0.11763993388451376
2014-10-30,0.7606140185353345
2014-10-31,0.8638735281600981
2014-11-03,0.8587362384086261
2014-11-04,0.2978196335288971
2014-11-05,0.21913896346830128
2014-11-06,0.5975617166397704
2014-11-07,0.5530418392866755
2014-11-10,0.6034066364872456
2014-11-11,0.7661977575985606
2014-11-12,0.8118645124575187
2014-11-13,0.8113928005017893
2014-11-14,0.6335912655577938
2014-11-17,0.753619173852279
2014-11-18,0.25690174050193504
2014-11-19,0.06125098526077648
2014-11-20,0.7278087616174328
2014-11-21,0.9486870067803828
2014-11-24,0.8514375921746788
2014-11-25,0.89559393349111
2014-11-26,0.8664003947747834
2014-11-27,0.9361277702136386
2014-11-28,0.29671766639708785
2014-12-01,0.8481730679645096
2014-12-02,0.8419695174844584
2014-12-03,0.6400895624234608
2014-12-04,0.43886470622687396
2014-12-05,0.6699174729148192
2014-12-08,0.8719026034370195
2014-12-09,0.8215558282204584
2014-12-10,0.6897092810623427
2014-12-11,0.3143404715443871
2014-12-12,0.8371566099770286
2014-12-15,0.5502293224279583
2014-12-16,0.7832717352728237
2014-12-17,0.9076235426386932
2014-12-18,0.5097525217559437
2014-12-19,0.25085583945464046
2014-12-22,0.9020778659002006
2014-12-23,0.6745735362722276
2014-12-24,0.8208628473282914
2014-12-29,0.309087542416626
2014-12-30,0.5464435223807754
